Loading NED files from /home/profeltf/thesis/src/simulations/DesignTest/src: 12

Preparing for running configuration Modular, run #1...
Scenario: $pollingInterval=1100, $repetition=0
Assigned runID=Modular-1-20160418-16:10:07-9069
Setting up network `designtest.DataGeneration'...
Initializing...

Running simulation...
** Event #1   T=0   Elapsed: 0.000s (0m 00s)  0% completed
     Speed:     ev/sec=0   simsec/sec=0   ev/simsec=0
     Messages:  created: 2   present: 2   in FES: 2
** Event #2817792   T=1.0219484   Elapsed: 2.000s (0m 02s)  1% completed
     Speed:     ev/sec=1.4089e+06   simsec/sec=0.510974   ev/simsec=2.75727e+06
     Messages:  created: 1888749   present: 3   in FES: 2
** Event #5637376   T=2.0445469   Elapsed: 4.000s (0m 04s)  3% completed
     Speed:     ev/sec=1.40979e+06   simsec/sec=0.511299   ev/simsec=2.75727e+06
     Messages:  created: 3778698   present: 3   in FES: 2
** Event #8456960   T=3.0671465   Elapsed: 6.000s (0m 06s)  5% completed
     Speed:     ev/sec=1.40979e+06   simsec/sec=0.5113   ev/simsec=2.75727e+06
     Messages:  created: 5668646   present: 2   in FES: 2
** Event #11276800   T=4.0898374   Elapsed: 8.000s (0m 08s)  6% completed
     Speed:     ev/sec=1.40992e+06   simsec/sec=0.511345   ev/simsec=2.75727e+06
     Messages:  created: 7558767   present: 3   in FES: 2
** Event #14095872   T=5.11225   Elapsed: 10.000s (0m 10s)  8% completed
     Speed:     ev/sec=1.40954e+06   simsec/sec=0.511206   ev/simsec=2.75727e+06
     Messages:  created: 9448373   present: 3   in FES: 2
** Event #16913920   T=6.1342919   Elapsed: 12.000s (0m 12s)  10% completed
     Speed:     ev/sec=1.40902e+06   simsec/sec=0.511021   ev/simsec=2.75727e+06
     Messages:  created: 11337292   present: 3   in FES: 2
** Event #19733248   T=7.156798   Elapsed: 14.000s (0m 14s)  11% completed
     Speed:     ev/sec=1.40966e+06   simsec/sec=0.511253   ev/simsec=2.75727e+06
     Messages:  created: 13227069   present: 3   in FES: 2
** Event #22551808   T=8.1790247   Elapsed: 16.000s (0m 16s)  13% completed
     Speed:     ev/sec=1.40928e+06   simsec/sec=0.511113   ev/simsec=2.75727e+06
     Messages:  created: 15116332   present: 3   in FES: 2
** Event #25368832   T=9.2006959   Elapsed: 18.000s (0m 18s)  15% completed
     Speed:     ev/sec=1.40851e+06   simsec/sec=0.510836   ev/simsec=2.75727e+06
     Messages:  created: 17004564   present: 3   in FES: 2
** Event #28184832   T=10.2219953   Elapsed: 20.000s (0m 20s)  17% completed
     Speed:     ev/sec=1.408e+06   simsec/sec=0.51065   ev/simsec=2.75727e+06
     Messages:  created: 18892110   present: 3   in FES: 2
** Event #31003904   T=11.2444079   Elapsed: 22.001s (0m 22s)  18% completed
     Speed:     ev/sec=1.40954e+06   simsec/sec=0.511206   ev/simsec=2.75727e+06
     Messages:  created: 20781716   present: 2   in FES: 2
** Event #33821184   T=12.2661715   Elapsed: 24.001s (0m 24s)  20% completed
     Speed:     ev/sec=1.40864e+06   simsec/sec=0.510882   ev/simsec=2.75727e+06
     Messages:  created: 22670120   present: 3   in FES: 2
** Event #36639744   T=13.2883982   Elapsed: 26.001s (0m 26s)  22% completed
     Speed:     ev/sec=1.40928e+06   simsec/sec=0.511113   ev/simsec=2.75727e+06
     Messages:  created: 24559383   present: 3   in FES: 2
** Event #39456256   T=14.3098824   Elapsed: 28.001s (0m 28s)  23% completed
     Speed:     ev/sec=1.40826e+06   simsec/sec=0.510742   ev/simsec=2.75727e+06
     Messages:  created: 26447273   present: 3   in FES: 2
** Event #42273792   T=15.3317395   Elapsed: 30.001s (0m 30s)  25% completed
     Speed:     ev/sec=1.40877e+06   simsec/sec=0.510929   ev/simsec=2.75727e+06
     Messages:  created: 28335848   present: 3   in FES: 2
** Event #45083904   T=16.3509027   Elapsed: 32.001s (0m 32s)  27% completed
     Speed:     ev/sec=1.40506e+06   simsec/sec=0.509582   ev/simsec=2.75727e+06
     Messages:  created: 30219448   present: 3   in FES: 2
** Event #47901952   T=17.3729435   Elapsed: 34.001s (0m 34s)  28% completed
     Speed:     ev/sec=1.40902e+06   simsec/sec=0.51102   ev/simsec=2.75728e+06
     Messages:  created: 32108368   present: 3   in FES: 2
** Event #50718976   T=18.3946147   Elapsed: 36.001s (0m 36s)  30% completed
     Speed:     ev/sec=1.40851e+06   simsec/sec=0.510836   ev/simsec=2.75727e+06
     Messages:  created: 33996600   present: 3   in FES: 2
** Event #53534720   T=19.4158206   Elapsed: 38.001s (0m 38s)  32% completed
     Speed:     ev/sec=1.40787e+06   simsec/sec=0.510603   ev/simsec=2.75727e+06
     Messages:  created: 35883975   present: 2   in FES: 2
** Event #56350208   T=20.4369341   Elapsed: 40.001s (0m 40s)  34% completed
     Speed:     ev/sec=1.40774e+06   simsec/sec=0.510557   ev/simsec=2.75727e+06
     Messages:  created: 37771178   present: 2   in FES: 2
** Event #59168768   T=21.4591619   Elapsed: 42.002s (0m 42s)  35% completed
     Speed:     ev/sec=1.40928e+06   simsec/sec=0.511114   ev/simsec=2.75727e+06
     Messages:  created: 39660440   present: 2   in FES: 2
** Event #61986816   T=22.4812027   Elapsed: 44.002s (0m 44s)  37% completed
     Speed:     ev/sec=1.40902e+06   simsec/sec=0.51102   ev/simsec=2.75728e+06
     Messages:  created: 41549360   present: 3   in FES: 2
** Event #64805376   T=23.5034305   Elapsed: 46.002s (0m 46s)  39% completed
     Speed:     ev/sec=1.40928e+06   simsec/sec=0.511114   ev/simsec=2.75727e+06
     Messages:  created: 43438622   present: 3   in FES: 2
** Event #67623680   T=24.5255648   Elapsed: 48.002s (0m 48s)  40% completed
     Speed:     ev/sec=1.40915e+06   simsec/sec=0.511067   ev/simsec=2.75727e+06
     Messages:  created: 45327713   present: 2   in FES: 2
** Event #70441984   T=25.5476991   Elapsed: 50.002s (0m 50s)  42% completed
     Speed:     ev/sec=1.40915e+06   simsec/sec=0.511067   ev/simsec=2.75727e+06
     Messages:  created: 47216804   present: 3   in FES: 2
